file_id,age
image_0.jpg,57.45050048828125
image_1.jpg,49.05433654785156
image_10.jpg,29.5341739654541
image_100.jpg,57.821529388427734
image_1000.jpg,21.49100685119629
image_1001.jpg,24.206682205200195
image_1002.jpg,80.27579498291016
image_1003.jpg,41.45135498046875
image_1004.jpg,42.138511657714844
image_1005.jpg,69.35762023925781
image_1006.jpg,50.651336669921875
image_1007.jpg,62.03748321533203
image_1008.jpg,69.22621154785156
image_1009.jpg,44.49766540527344
image_101.jpg,55.37148666381836
image_1010.jpg,52.57765197753906
image_1011.jpg,14.63650894165039
image_1012.jpg,81.38790130615234
image_1013.jpg,77.8113021850586
image_1014.jpg,49.2407341003418
image_1015.jpg,27.99849510192871
image_1016.jpg,58.3031005859375
image_1017.jpg,45.44845199584961
image_1018.jpg,29.899564743041992
image_1019.jpg,44.61540222167969
image_102.jpg,36.0086669921875
image_1020.jpg,36.578556060791016
image_1021.jpg,10.165748596191406
image_1022.jpg,1.7306123971939087
image_1023.jpg,27.70037269592285
image_1024.jpg,36.30470275878906
image_1025.jpg,55.227088928222656
image_1026.jpg,9.636348724365234
image_1027.jpg,3.0143003463745117
image_1028.jpg,29.069795608520508
image_1029.jpg,25.75712776184082
image_103.jpg,23.630788803100586
image_1030.jpg,66.70673370361328
image_1031.jpg,0.9545788764953613
image_1032.jpg,52.2856330871582
image_1033.jpg,32.00642395019531
image_1034.jpg,26.151378631591797
image_1035.jpg,47.62818145751953
image_1036.jpg,60.60487747192383
image_1037.jpg,26.00902557373047
image_1038.jpg,44.02288818359375
image_1039.jpg,27.930421829223633
image_104.jpg,22.517728805541992
image_1040.jpg,12.336148262023926
image_1041.jpg,46.054447174072266
image_1042.jpg,36.80194854736328
image_1043.jpg,57.65380096435547
image_1044.jpg,36.48868179321289
image_1045.jpg,49.90587615966797
image_1046.jpg,31.582477569580078
image_1047.jpg,39.04433822631836
image_1048.jpg,64.3143081665039
image_1049.jpg,1.1461780071258545
image_105.jpg,26.297847747802734
image_1050.jpg,51.55381774902344
image_1051.jpg,68.0621566772461
image_1052.jpg,25.15377426147461
image_1053.jpg,63.593505859375
image_1054.jpg,74.12313842773438
image_1055.jpg,79.07869720458984
image_1056.jpg,27.493398666381836
image_1057.jpg,23.780975341796875
image_1058.jpg,27.456449508666992
image_1059.jpg,9.273006439208984
image_106.jpg,56.01750946044922
image_1060.jpg,60.552940368652344
image_1061.jpg,40.99341583251953
image_1062.jpg,46.033538818359375
image_1063.jpg,69.9012680053711
image_1064.jpg,15.793800354003906
image_1065.jpg,66.81078338623047
image_1066.jpg,24.341150283813477
image_1067.jpg,64.89002227783203
image_1068.jpg,65.94770812988281
image_1069.jpg,55.02934265136719
image_107.jpg,38.43478012084961
image_1070.jpg,83.46390533447266
image_1071.jpg,60.985595703125
image_1072.jpg,15.71740436553955
image_1073.jpg,1.2403401136398315
image_1074.jpg,34.997474670410156
image_1075.jpg,61.88779830932617
image_1076.jpg,58.0433349609375
image_1077.jpg,17.852128982543945
